# Exported with SCiLS Lab Version 9.00.12376
# Export time: 2022-10-01 23:55:52
# Generated from file: Y:\Ellin\2020\Comp Project\SCiLS Files\04-17-2019_MB_Imaging_raw_data.slx
# Object Full Name: PCA_04-17-2019_MB_Imaging_raw_data
# Object ID: f523de61-e6db-4078-9bca-0461dc8e5cd8
# Object type: PCA
# Object creation time: 2021-03-17 17:47:10
#
Spot index;Coefficient 1;Coefficient 2;Coefficient 3;Coefficient 4;Coefficient 5
2073;-113393477.597772;9643294.99283376;14847605.6371089;-2530212.4023621;-2964295.60791014
2074;-125822037.150198;9043043.26059848;14204551.8357689;-3997903.75462343;-3261080.60965577
2075;-118692532.124219;5672741.67089168;14399028.884866;-5166864.8687047;-2636193.52790625
2076;-102760990.076551;7942410.58130554;15704190.9064757;-5137412.71353265;-4891862.88669422
2077;-80902680.9419326;11784444.2557663;18948861.9579654;-4195486.89735752;514662.466473582
2078;-92650743.9886019;9354250.17685183;19478846.6181941;-4386962.06833029;-1886968.93845098
2079;-80584477.2677683;8032509.0515282;19158331.4823388;-5508397.09778518;-4464015.34381576
2080;-78375254.7664416;5286289.19932828;15660413.580965;-5188330.39436678;-6605527.40303941
2081;-99260371.0760696;7016534.27669863;14867587.1379079;-2778774.84920015;-10596112.7803978
2082;-79863245.2264414;7799665.26312965;18317902.5541894;-5983371.86888896;-10040361.7001342
2083;-41266366.5361578;16014810.281577;16088967.7951102;-1650004.37409107;1243683.37425636
2084;-48974700.947407;10161009.3157274;19257491.1990851;-7671059.34106518;-6324102.83258388
2085;4337319.98110942;12794862.3307797;17855296.4363905;-6862653.42175626;-6115232.32367726
2086;-14024804.6328915;11535173.4192521;15305350.065985;-4338106.72662726;-7891408.4495898
2087;-99670532.6529019;2285110.63268592;11832745.0923231;-7603561.93428031;-8974168.28581809
2088;-152260673.49678;-2825374.01883994;4391120.7693232;-5933703.16707841;-5242718.50563037
2089;-162080526.468052;-15107958.2470122;-28252649.963286;3902864.67296508;14183613.059932
2090;66309153.41369;-21329221.7369888;-18922040.1747673;-5734223.39394108;1741669.11488918
2091;55837306.7268555;-23210436.0617796;-28576529.0044231;-9055204.86285727;2372416.09321302
2092;56632736.4332639;-16698064.559908;-23961985.9980557;-8936581.93024684;6531215.51849354
2093;31743269.9383797;-14413845.0478862;-24198484.2181222;-4496714.76182014;9284377.54955362
2094;49618187.7167582;-18612319.9098596;-17211786.9692545;-528077.39702308;506747.866582291
2095;42564492.6491362;-19400569.9506255;-79221.0504757354;25062817.0162458;-4053970.6245057
2096;41991385.1296709;-19675128.8503327;-1015858.80431174;14803619.3985893;-4409544.11340938
2097;54311387.4646063;-23253219.4930446;-3504723.35523437;9739005.24318383;-6097556.91404615
2098;38907685.1029975;-17987842.285239;-8946227.17453344;-4159776.97835679;-11020003.496029
2099;52868217.4820148;-19981896.7499979;-10455325.3526148;-3174044.87432232;-11568128.7516736
2100;69976656.6150854;-28874784.8912128;-19768709.0938983;-8918580.63048817;-1308665.36899992
2101;40984689.5160205;-13263177.0506621;23325043.9795595;42378693.7662002;-3412195.73763819
2102;-78579342.5344737;-10839040.5861412;-1425772.96543206;1062324.43384335;-7654242.2353559
2103;-181823543.600688;-4885599.351767;-10004194.9393073;7615936.47199145;2352836.90163919
2104;-164055158.914288;-16926766.1822401;-21004173.8758848;66646351.3453995;-7088345.91133973
2105;-182057709.039171;-13920539.9115289;-21491201.2525987;49718256.4016042;-2544392.55435418
2106;-224678920.382033;-6969984.41742631;-26052563.543981;11521839.9784942;10646316.3557337
2107;-103056203.48792;-4743833.3234731;7263129.44473538;4323715.55521735;-4282847.78455324
2108;-181496856.129159;-4442858.04002702;383877.159070407;-1880159.89413457;579621.311892038
2109;-197435055.20243;-5421865.39049121;-4722597.06792808;-1938754.67878647;1569505.58237794
2110;-172333586.844075;-4475135.98226761;3566369.7164694;-4353648.62704844;-2730625.42400822
2111;-181566022.411383;-3454711.58903681;-746148.117312687;-1628862.04894714;-2003684.41666816
2112;-115215811.988103;-2960249.91613352;10149015.8093762;-4844241.08673762;-8272963.33334944
2113;-101872996.968682;-3758706.19158808;9063889.66741995;-6344199.9755113;-7532243.55061695
2114;-94709234.4542228;-5489724.30883934;6148566.24267767;-5944785.36115919;-6576954.55826088
2115;-89433590.890689;-5426271.38019472;7186315.47253079;-3392305.81247767;-6327900.21432518
2116;-41794663.9578827;-7128346.18146295;8797139.48663545;-9243099.78969715;-8572155.92412705
2117;-65770348.6225315;-6436325.12643564;5472109.62091805;-7019299.89679311;-4819227.43656018
2118;-47092494.5395505;-5948404.82562979;6388391.76216716;-3514668.78204112;-2720061.67808176
2119;-49738418.4907666;-5724238.44914118;7014260.32836581;-6599474.85955771;-2522162.07595255
2120;-3477041.44088719;-3167460.72848263;9105837.05502649;1969941.67353649;-259958.375391063
2121;-22974563.2603491;-5768591.87456157;2180870.86122427;-1363162.83117199;454669.187491815
2122;-2209190.12186184;-6414111.08576494;2224328.17694949;-1569633.45324627;2079244.59290112
2123;-6756132.44146657;-4511806.20202172;3941407.54005025;-6273441.99174547;1663056.17255083
2124;24161064.6150865;-1840652.8435294;8327572.85703827;23777.5484078016;3878509.21838403
2125;31860035.0853799;-5523649.29628029;4688100.57337127;199649.655701217;3083846.80390248
2126;16346000.6057504;-7093432.09665927;-4037549.5596267;-5403247.23886256;5198361.23900593
2127;20620416.7815008;-4322806.23103748;644826.934437128;-5471585.53803548;4086314.59504368
2128;35820512.8293008;-11349338.9411715;-2446866.80457073;-3330634.21527282;1841438.67671112
2129;31130572.0368063;-12322557.0650245;-5542369.30924208;-6483710.41990633;4449578.17665933
2130;47311816.0686145;-15142520.9158725;-7974179.2764308;-11896095.7745076;3303299.5701514
2131;42579664.093402;-17829847.4902678;-9751305.73212584;-10197234.0530386;1397244.94439202
2132;55549629.9347864;-16964107.1334644;-7156122.53547836;-12939107.5946665;1833075.82689784
2133;67724459.8146437;-17795012.9352469;-7353262.1266772;-12888525.5290902;3579663.96148988
2134;2934870.11537326;-16694173.4209238;-20035473.2988172;-8954381.3712935;10506542.7181365
2135;-228759767.448242;-6053050.54992243;-21605005.7245618;3159526.11396187;14035329.498247
2136;36617883.7116247;13974600.4487874;-9809679.33339116;-1459434.31891913;6817194.38226781
2137;-58497522.8307761;2062394.15051194;4620454.50513358;-1286357.13182319;7452120.42694639
2138;32602225.3962452;15194452.490763;13166363.4999895;16773743.4677821;28840197.7858875
2139;33890852.2757106;45388824.7021225;-17525015.1846908;-623419.991445073;-777571.03843052
2140;36564605.3030808;42468509.3669896;-25356269.5418394;-6525369.38487266;-8579201.71210871
2141;38349806.3402982;38847975.7183241;-29788076.4603785;-8078196.04119494;-10620184.0032384
2142;43970685.3761208;46428317.397824;-33264381.271665;-7004881.73627781;-7723756.52339117
2143;28227624.9770268;56593998.1983417;-26406905.2810322;-1202354.0297717;-3355020.72949473
2144;-5177112.61425185;23069229.6559126;6393401.72101919;14007565.2574457;19760536.8387371
2145;-53470104.723536;10601933.2892856;11015539.9028445;-4125715.19567779;13058538.5606617
2146;-108968377.290255;10720595.8827431;7394316.21420078;2152014.36627113;9698584.08104154
2147;983669.060026009;18338776.9979777;7760464.15137623;16683417.6240464;21182510.4019488
2148;14656251.4749549;91626079.6550026;-32572629.8559238;21705932.0056585;-10441572.8966857
2149;22223048.6747941;41796198.346577;-25949646.5669149;-5828000.74496145;-10461617.6263278
2150;30394956.2495137;41444084.8644528;-31210591.7520108;-7187275.30059911;-10264417.2168436
2151;37506865.4854115;35719665.9483099;-22579048.6384213;-8722883.45286495;-15843723.5618027
2152;14668734.5481489;22436821.5451566;-12961064.7659045;-8320656.52262089;-16302604.1952438
2153;-40162739.4863989;5803026.43988354;13437581.5967153;-11422933.4880149;-1026960.26934717
2154;-27818628.3229617;12875324.4624875;17436589.9307358;-9618449.35470791;4249752.14911072
2155;-28454858.8758392;27559648.2918232;18668418.7013427;1097101.98919921;8617629.28958207
2156;-95748947.4708101;17794979.6931761;16756987.9847987;-2221461.22140721;1473348.9352937
2157;-88571817.0728983;20172159.1548734;20151601.7781336;-2168594.02195565;4683322.3319755
2158;-114968045.892712;18770769.0397319;13491327.8595997;-2121579.74940204;2008019.40295709
2159;-120998668.716967;12317250.1898781;15566885.015614;-4820555.57054445;117592.05872339
2160;-128310791.500853;6254512.12057204;13118246.691359;-6612806.13841627;-770229.659170462
2161;-63318070.9235123;10214084.1016852;21793009.2594021;-3838393.4829418;-4694780.68265761
2162;-106191634.846298;7683524.62283581;17970998.8419219;-5760835.84457131;-6308035.84786622
2163;-106318878.782581;8382271.35298939;20147270.3853091;-6653191.72358503;-5461449.47537361
2164;-151604870.392382;2982816.05563007;10755304.1419388;-6184451.872594;-3562727.25201897
2165;-120529725.468652;8543970.58181183;16075218.087967;-5954289.2966138;-2474536.04113852
2166;-153989359.014588;3411328.43440964;9905683.9580494;-3819600.26909215;-2373663.90666798
2167;-131976698.301073;6213752.04140525;12476693.0766514;-4197454.17557041;-2507282.20687035
2168;-131226838.903648;7283664.38479822;16293293.0921476;-4856566.89476607;-4305773.25528194
2169;-127448775.515248;6969547.36776211;15527972.407861;-5899691.23238445;-5623783.68770853
2170;-153678938.469795;4824470.05839066;12982006.3469184;-4186496.58376035;-3680815.26398962
2171;-132665218.268238;7873988.50972829;13771350.8548387;-5575867.51771561;-2474963.83739859
2172;-99314761.8763072;13418624.5033078;17759123.8882092;-4200703.2612561;-5791310.09614313
2173;-147862815.832148;6911782.94830061;11163603.3730876;-3058587.84891475;-2131767.23979519
2174;-117839321.562543;9158979.35375499;15400277.1300429;-2115590.39088804;-4670857.26868991
2175;-138248017.316468;5346521.2286499;13092184.772129;-5219848.43814511;-3838990.8015456
2176;-120310068.087308;6738062.89490966;14325227.6640242;-7246589.32276915;-2322866.1005397
2177;-95554340.7911299;9355027.876336;21864946.0570698;-5305858.19164249;-5103738.94971738
2178;-111736881.68574;11474348.3210591;17846207.6209709;-2048432.8674758;266858.174100921
2179;-104796215.416323;6757969.85901574;13879771.8068172;-4101580.1294367;-4663807.10678667
2180;-101958001.9702;4904733.0744843;13347749.2630364;-4010551.73824185;-6336633.27470689
2181;-112700379.248958;2257810.63328502;10290364.6826208;-2629617.02292214;-8208458.95795818
2182;-60590858.2907967;8819850.78091273;15329527.297003;-2666075.04597832;-8370916.89468182
2183;-39230192.4739479;14806447.2768412;20868621.4990524;-313278.989984873;-4361245.38763818
2184;-41421078.1616222;13502638.819171;20296366.3687338;-3555533.63058075;-6186266.161585
2185;-61320285.2662967;9737390.04511138;16822215.6762591;-4282506.86984818;-5909375.21927236
2186;-5221153.22332427;9191233.42938002;15043185.8478809;-3047081.89571418;-9108988.56770423
2187;-110457796.324392;-1285531.3438895;7899518.21519319;-6245635.15085669;-8906701.65428446
2188;-102742292.567572;-6441138.1553107;3383910.90806257;-4373074.22222881;-7106807.41949047
2189;36800242.8610255;-20728871.0328204;-25095253.2783358;-7518547.53443428;1528213.37716695
2190;47748536.3729926;-19662461.1474854;-23522513.644086;-6163777.44077645;2796844.57367093
2191;37447152.9424795;-13513537.9808486;-21348980.1722003;-6909975.23967854;8648588.39440967
2192;39714581.9540647;-12644071.2342716;-21095265.4663463;-2705624.64944456;7035254.52241755
2193;57804191.7025497;-21432210.0249176;-22899448.3071954;-2891529.35088696;-25949.2196345123
2194;57727250.1707372;-26041309.6123029;-1610971.89874137;43813419.4514852;3780377.7114604
2195;69260293.3503577;-22266420.8329549;-3246329.56504983;3189346.80773753;-9934464.15679108
2196;43544665.9689906;-22440886.6261653;-6594024.31747951;13276756.6130304;-3215361.54004639
2197;59703154.4140224;-19596626.7394298;-4577506.08032524;2375516.48581568;-12075784.0441288
2198;75012407.4668442;-21288623.6934517;-8834784.24150313;-2922399.8577124;-10843201.5675555
2199;38189307.6073184;-18540269.3734314;-8370725.10800692;1826818.49838689;-8282594.2980002
2200;45634203.5473635;-24798169.1051676;-6597629.79217992;11616126.4607945;1381254.88110889
2201;17015232.2312727;-14407315.4361588;2740118.60664788;6881729.07961509;-13666397.5305501
2202;-176835079.227717;-5645141.47499348;-3508352.84506983;1677598.53305094;-32574.5704523212
2203;-217540380.588294;-7891620.21551513;-23746985.6289312;11141658.026023;10702540.606559
2204;-101165929.880356;-10916773.6029011;-15363896.7611509;58789417.0539938;-645370.540112756
2205;-224824667.724326;-7306081.2984401;-24073438.788305;10125172.9646602;11303105.4610329
2206;-156703664.358839;-684537.108200856;-14627279.7300598;10370114.9362759;10221261.2127363
2207;-162712435.232855;-4397245.43981506;3288898.27196797;-1068438.68257252;95223.638580005
2208;-185894915.941821;-3978093.5760514;942561.477431039;-2320465.75030266;-718687.230037749
2209;-193587101.274588;-5031114.67402204;-1608245.46536363;-4317893.45352751;318773.507873806
2210;-166677977.563385;-4386471.07180747;4374093.25375091;-5832365.90060779;-2973063.33974492
2211;-177130257.802909;-4067062.97949543;-856737.666249128;-3611467.04941122;-2344721.78113567
2212;-119855945.155711;-2332108.2578696;7795985.35768347;-2877357.60639791;-7379278.57067882
2213;-96878149.0570396;-4588153.2978895;6969213.46475467;-5418811.37223315;-7637899.28797464
2214;-96857234.9809242;-4080678.40210462;8288442.11672029;-5691950.3956989;-7962702.32127553
2215;-83685325.2366958;-4508982.79015615;8178532.90870696;-6540526.11640846;-6939061.4593619
2216;-96768180.6162578;-4951621.19031394;4236569.74611805;-6480986.96874218;-6002966.21405067
2217;-55444887.3976566;-6563289.83109191;4657244.9129095;-5418962.7694529;-5151723.56192239
2218;-38413296.1331497;-5294487.89167923;8788766.35147736;-7221725.74665129;-5062312.09434891
2219;-22246339.5199572;-6922091.63936256;5643127.74499937;-8735057.78814391;-3635829.82821712
2220;-4779106.93668072;-7640192.47989951;4947906.71744193;-6120300.81664904;-1089849.67659828
2221;3246133.64051695;-5728187.15270481;5626782.01905552;-3457004.68269666;-2682565.70593067
2222;6090796.51638305;-6219403.67399985;4309585.40470976;-6554132.60382676;-525832.574096221
2223;4327605.41563795;-4875561.69275038;7942780.86949017;-6683933.59128951;334358.548886841
2224;14610135.9694865;-4582994.26583296;2376747.92644301;-1439357.88532431;2746130.79739774
2225;22238888.4455831;-4087196.60182538;64039.2182642491;-3236537.58339421;4068054.61325843
2226;59222151.7304646;-7575977.11459583;6160058.90347626;-6430689.50112217;393734.038947951
2227;45424614.9568423;-11728757.3184505;-341833.573503531;-4863669.14527985;2527119.88689486
2228;61942354.8778998;-8045794.75968896;4334810.81074542;-1993303.54496885;3140508.61834278
2229;38486095.0557497;-13850941.1525228;-5920336.71033735;-6509196.76462193;1692151.50809219
2230;31921769.9864596;-16248833.4943228;-10666095.3230303;-11633249.5416976;3002671.84159551
2231;42734205.7118958;-18268655.4765652;-10062446.0871857;-10767241.9405371;1278577.21008049
2232;77195135.2297616;-21401113.9547572;-9830930.3554248;-9632412.48935898;2468195.71349199
2233;1501093.26357358;-17682495.3495448;-21676106.4203849;-10082584.9316659;8649330.1075171
2234;-107122969.732833;-12698443.9668722;-23850946.3250084;-5174739.8275048;10577523.2379982
2235;-227082160.427381;-6073437.57128298;-25425327.9169364;7282960.86043321;13071219.1068232
2236;16100548.5938314;5497942.75447227;-11607195.4700379;1155269.71045372;9406668.57442215
2237;-156216048.63707;3165891.61938493;4380373.25432716;-2665181.12258944;2523124.98354437
2238;-7824295.41148164;17194496.7685397;1412570.66585265;14336576.2503717;14756316.7559053
2239;49702329.3075583;46879488.7886845;-22426086.9583113;-5778781.43447708;-4254186.4799435
2240;55927288.932334;40957195.2645916;-26617123.9833717;-7693899.00658303;-8315063.85515813
2241;66692515.330525;37094786.6895656;-20404943.1847118;-11493390.3414115;-12438708.611596
2242;30969669.1393554;43579288.6413795;-29881502.4016415;-7211915.27760053;-4119623.08968768
2243;18970841.114474;82032522.3572541;-23004154.4362625;18996722.409754;1650861.38824466
2244;-3189420.479636;16377406.8626358;6017454.20084649;11703834.5292078;32904963.5712293
2245;-183062610.438627;1611089.89323089;23438.5098735358;-5023583.13674137;807664.884462361
2246;-22559882.1426905;20222710.480394;6206463.92985943;14831420.4942053;24118166.9611418
2247;49125864.9130523;76264586.1879358;-19610361.7230275;9668008.81224058;-7306554.22326465
2248;51075307.9128326;53427642.8253863;-25026542.2613026;-2362334.4619507;-9824770.15415901
2249;31817704.65311;41115066.2965686;-30776876.1131235;-8608652.42086739;-10371694.4959441
2250;28366721.1704567;31300639.3982579;-22405714.249953;-9112564.01350503;-11478385.2174547
2251;62980598.1483408;46673567.9682564;-24260088.9673535;-6628887.47862924;-8620259.83149088
2252;31491156.135461;38790483.328879;-25116195.8796601;-3685941.27115205;-11764208.1669328
2253;21370071.0336273;2101405.31932194;14435345.5771501;-14633716.5693742;-11365348.1371203
2254;4154603.93120748;12008202.4737617;18341706.3276367;-10140313.8127426;7022140.35417893
2255;-27567923.1876857;19247392.2184898;23574715.9824252;-4278647.84110487;4333369.55486002
2256;-23204124.2871681;26499132.8079894;24283255.5772863;-3004002.28959138;8563492.30220592
2257;-68480708.1636194;23026836.2810257;19577729.3763878;-1109545.88435836;4223111.3525454
2258;-98599539.2180434;14665469.4217067;16360879.7133447;-4916936.34013616;3142252.50025422
2259;-99613254.2761829;11096465.3033585;17260448.3084519;-8471562.32282116;1406224.43578515
2260;-75032387.1354207;8488332.60277245;17430738.8305718;-5863055.31124986;-3009430.94446245
2261;-134827203.873097;4989699.31719946;12222372.4441836;-4782924.1796425;-4589104.13652995
2262;-96844329.9804862;9340109.92976268;23298852.4952454;-6798248.56810081;-5952714.33079972
2263;-115579237.39891;7927197.6512901;17504687.1711372;-3987166.85601764;-5099770.44273469
2264;-133035858.679519;6018265.54269832;13773734.3541914;-3453803.36075009;-5295744.4639123
2265;-111375733.228398;6898295.02904109;21530809.416202;-7260290.52139124;-6333272.246177
2266;-151296850.182548;4086726.98574261;11280510.0426352;-4460388.260225;-3807302.00629288
2267;-108597881.752385;8574467.22406688;18867216.4642844;-4178247.59970324;-3448472.40779157
2268;-88121214.0096477;10759479.3560912;26450294.7478033;-7091991.66970311;-2796695.70987526
2269;-120977922.451891;3562519.49614524;11161310.4184571;-6093064.58551476;-3928111.04836976
2270;-129655634.015204;5447771.48843888;13641325.0368086;-5046190.66695024;-5689953.41383668
2271;-107005064.379163;9123674.38743289;15133476.9728211;-4952895.8678282;-4785490.26622267
2272;-106844839.695833;8125382.33322614;15483431.8269498;-5294901.02562956;-7188679.40812813
2273;-157781852.307358;3599439.42625021;7872012.26366139;-3280828.06237741;-2986496.06773125
2274;-146901199.189667;5827975.48257334;12130259.1632475;-2912731.59552528;-4520820.21328679
2275;-148984793.881946;5698707.97501933;10887740.0826466;-4584725.91132942;-2583263.96768437
2276;-112466403.634134;8254325.4557858;17180534.3538327;-4827823.33316694;-5790807.55606657
2277;-127130590.0772;6002224.26318068;13495461.7267724;-5651006.98606824;-4236878.61054209
2278;-122217426.01024;5602613.11976171;13855690.4653531;-5686603.13403873;-2861888.6921096
2279;-166036973.019167;1869818.09316779;5974552.74308679;-4791738.67123139;-1253770.91991461
2280;-117103453.526723;7989910.3015315;15924469.168293;-2492840.80338419;-2289183.40823568
2281;-65988130.9350124;5047129.03432101;17282843.6237913;-6329554.66634546;-9825970.15652824
2282;-130553338.114816;2650454.68133524;9097819.53227161;-1829563.4142262;-6968343.56136062
2283;-61226482.4182073;10030591.9869728;19280575.67806;-4497202.0439113;-8716690.55090931
2284;-82291870.3867971;11367162.2207519;19618234.9952749;-2238420.53098246;-4102774.57940751
2285;-90550044.4302588;11271429.5838904;16984148.5474224;-1859880.31191194;-2598411.96458231
2286;-30844601.7224057;9798057.19379564;18603010.663519;-5431566.0533503;-8825371.77814502
2287;-14181566.4287849;8090996.56106741;23267577.3073105;-967168.554895226;-16284402.2457639
2288;-65248689.7688945;-5650636.06866628;506777.512997383;-4098571.3649825;-9490077.33452074
2289;65969261.6670271;-22969178.886322;-23516810.7780929;-4118527.81206545;1469442.37571869
2290;43025792.6853068;-15628699.5945146;-20911523.2399658;-7479852.76405216;7401684.24686607
2291;38266849.9571202;-13270137.2045889;-20799655.1178453;-5745867.90790145;8105145.25844555
2292;31453584.9163718;-12336460.5199725;-19356853.9185938;-1314642.57320492;6437037.55689513
2293;60359465.2078213;-23099372.3251709;-15712751.5000272;10016658.3578562;-2661476.00711594
2294;47122867.6026211;-26998904.601684;-3214592.42885381;46736145.9313374;4418736.69800967
2295;44173941.5514273;-20533637.3829301;-14770818.9579105;-5801533.05567621;-5347379.77565676
2296;73912211.2219211;-27886521.9977302;-7227235.95225655;9248598.97522547;-3060557.97061906
2297;69872432.7564362;-23009773.0693865;-4599983.97508807;8700388.76778944;-6744390.00843596
2298;57734327.3946462;-23137440.6143441;-18505053.4049369;-5039783.18829779;-6611860.0689998
2299;55719323.8030155;-18891580.4855507;-11494251.6179883;882239.726493783;-9685744.79617186
2300;75950932.6373357;-27188648.6342486;-14850486.1635559;-9269222.75233074;-2949377.3954213
2301;-934497.031781455;-7855248.80072509;11782752.2561736;23881414.0574681;-7270689.33945873
2302;-144484020.698518;-5594483.76348715;1914111.75401012;-693851.528647681;-5116127.71565902
2303;-182481758.953125;-6418697.23363745;-15147781.8223758;9318541.80410937;3858144.63400747
2304;-157364563.44377;-16124811.62985;-24494981.132503;54631488.2557098;-5177464.56243845
2305;-177192680.79608;-14531324.498635;-23158268.1369319;50172715.1694384;-2008085.30952242
2306;-224487901.874936;-7603954.77720882;-19770923.0448624;6586025.49229465;11759338.415276
2307;-149681908.917562;-3741129.06383206;-3685973.82998196;6386704.12377252;1659932.91347597
2308;-158605775.01664;-4815289.53606975;3273118.12973891;-3158926.90589835;-2411793.51980944
2309;-186613495.290947;-4757506.33503961;-354229.008709283;-3297054.25018031;-834813.175068588
2310;-154624224.495769;-4575645.17999473;5371346.68885949;-7049162.11208625;-4473679.28319594
2311;-185143170.376702;-4141846.38083402;-828221.840270085;-3357703.99587255;-1460694.56886636
2312;-178010962.67555;-3748499.07764105;2183464.13413312;-4314696.55773062;-1965547.48586713
2313;-131228237.03532;-4043406.12878731;5459089.55646572;-4421055.71458393;-5915665.08600591
2314;-111496770.821995;-3367140.51675041;8532980.13828417;-5634279.09442048;-7421387.77815684
2315;-69836487.453927;-5465028.70764589;9850432.86486121;-6878448.11226442;-9451852.04740697
2316;-97621695.3345532;-5424492.09898145;3552872.37635307;-3919461.17076418;-5788962.13516053
2317;-57750914.4523433;-7119713.8236199;6586234.28471479;-6479783.10042962;-6024936.30629711
2318;-37293967.1479161;-7151853.28576036;10580468.3401412;-4624510.31643804;-7388528.29928374
2319;-17812870.5504976;-9016060.88169919;8443244.18274204;-6623800.86876804;-6888363.86744901
2320;4267922.99556704;-9209315.40066212;8341585.09721681;-7076281.54157556;-5959392.48286924
2321;-28493741.9625892;-6907200.07827668;1774294.09072557;-4148778.75078699;-2105979.5824698
2322;9509104.52889167;-8019430.88906038;4411218.4428393;-5639880.46813306;-3000910.4303591
2323;7837692.98122011;-8965248.39043411;1817257.86439655;-3187040.23842241;-1395982.91905719
2324;3095269.13425272;-7000446.34096188;3853815.26925595;-1336176.84161903;348671.284668747
2325;38869609.1826095;-9936671.34499378;1728288.31995863;-5731896.84294669;-351449.872943838
2326;22798877.1311745;-9380240.05771217;-2248742.70867777;-5889820.5300521;2401571.37482648
2327;25597217.4705911;-9313803.25326383;109819.601616995;-3245402.34778271;3699157.36308815
2328;48303017.4754777;-12650033.6287046;-3996427.04885937;-7323221.09246737;3106043.24608061
2329;-84631386.7994651;-12272447.7228807;-18466488.7015257;-5429553.63201983;10050319.8365938
2330;38902634.7236576;-11098901.2676534;-6476961.26923937;-5916602.81676421;10473012.8582232
2331;53162059.1456414;-20359680.0392487;-10767161.0097656;-10469827.9743546;349175.483231357
2332;50734749.4701291;-19098403.2516778;-10302275.9148526;-10388339.5046167;2353424.54218361
2333;51795303.7601417;-20743292.8548088;-13194760.9331428;-12754007.8853372;3413668.04558259
2334;80018097.4004293;-21403701.2332761;-14470720.4208388;-12721970.0475954;6645955.86534881
2335;-227451070.151163;-6185524.44618626;-25616589.2679751;7074247.48205109;12830878.0000676
2336;53650023.4725387;6499104.85718585;1212395.39619264;8688657.19784666;19075734.4420576
2337;-91443745.7939673;11065766.1828741;16531375.3854312;3237039.35672248;5759852.7248519
2338;5532465.20512541;48486804.3814509;-8020063.27175118;19037189.3454721;7526241.44490208
2339;33789093.1541659;50805703.1002828;-33339985.8594812;-4323418.09605497;-6356344.82974803
2340;38565926.2305361;45292598.4510049;-32415382.5455638;-8022763.008531;-8746047.0986913
2341;53351174.6560912;42746996.7550246;-28146807.2556822;-10318236.6489609;-11190800.564796
2342;32286955.5386305;49637510.7851152;-22216046.9949825;-3027213.85770063;-3994857.39180773
2343;-6986614.41768609;29120350.0009934;-5372261.10920407;12666489.2239906;14331388.985094
2344;-67701396.3797729;11346587.8516231;12879528.6461671;895900.294625766;11901662.5885372
2345;-98628521.8164063;14996933.5196407;10864536.8572862;6153708.48487905;9058609.67600914
2346;-34918670.8249234;57995942.5277144;-13397749.6663913;19564004.7291718;2040894.85571396
2347;26004129.6491846;52233095.0580656;-30538666.2133671;-3113200.38220731;-6027515.87326225
2348;29559561.4811388;51348076.2185806;-32537937.4505368;-2484381.89168659;-11016831.4292999
2349;30411712.5609275;31028819.8590564;-24303128.7600302;-10254813.1780368;-10253176.2593223
2350;65945167.5491119;50300355.9238227;-24373625.510916;-6494258.98969663;-9605787.77959363
2351;44183946.1167934;77187383.9565128;-13444431.7886715;15433409.2973588;-4590863.24930568
2352;57708716.2188844;49985283.7236333;-16004686.9740468;-6284376.51221991;-8988678.75697287
2353;22771068.6301162;21881888.4712729;-21838739.9550837;-10454895.0342638;-14117341.7248766
2354;17878942.375785;5611952.25000209;18165960.065143;-13134410.7352676;-2145544.56574355
2355;-684115.67568492;11378829.6471547;13739702.3552086;-10702336.7802188;8473834.9060387
2356;853152.874553938;19681829.6004941;22770520.6855165;-7626985.98885717;10551703.1750211
2357;-34851155.7859271;31708261.9508715;16395428.1735307;3243487.55434656;11624938.4215832
2358;-62695459.1374591;16715361.8190579;19802034.272408;-6052198.04366137;5863980.81368153
2359;-91704815.7392406;6025641.62195537;18675140.0217061;-7277021.92660533;-3709810.87252968
2360;-116685406.396433;4564632.46231952;15385627.8896784;-8293498.88376532;-5717783.53490441
2361;-122927557.105005;4880139.12989729;13368150.2380198;-5229058.66634872;-4694654.99013025
2362;-111123535.999476;8654575.72906781;16022903.3274846;-4181283.77388598;-5832435.90045348
2363;-106059833.977161;6430486.50680816;16931545.1618879;-7733276.3336073;-7181049.78053197
2364;-98915010.0560021;7663072.40346909;20456871.6545638;-7185888.29463454;-6124116.472893
2365;-130390036.003179;4721662.57819011;12701808.6359651;-4943807.73447482;-6248007.52284548
2366;-91992982.1875438;7676267.82979976;19220273.6994081;-7619823.47785843;-7053955.4467206
2367;-111429897.655696;6925688.73053034;17243519.0831547;-7050010.91219281;-6423266.16847076
2368;-135729652.491419;4273173.96271878;14348424.3333742;-6093145.77295823;-5975332.11796942
2369;-118631877.895855;5631249.61960469;15545916.6143513;-6648912.56016002;-5751640.09906355
2370;-141720717.220376;3859716.07712728;11182603.4223171;-5961592.55788471;-4361785.30691123
2371;-139886187.546713;5311595.77285607;12207890.026696;-3599358.61271977;-4561445.79461417
2372;-130865724.53552;5943756.78681008;10441967.6601011;-2379389.20870334;-3890822.3272362
2373;-108536293.280464;7154455.78318171;19582410.0517552;-7065006.36859769;-6473129.21495064
2374;-124270499.574314;7089720.83825809;18344207.3091187;-6317402.02988247;-6502623.17043985
2375;-133784205.520458;5626827.74032119;13620277.6199575;-2318560.57175211;-4506034.27521713
2376;-118712544.128912;9461247.23093566;19302705.4772968;-5631236.60937758;-4066788.68261296
